Time,RRC Connection Request Count (RCRC),Cumulative RCRC
2025-04-30 18:01:11.838000,11,11
2025-04-30 18:01:11.938000,0,11
2025-04-30 18:01:12.038000,0,11
2025-04-30 18:01:12.138000,0,11
2025-04-30 18:01:12.238000,0,11
2025-04-30 18:01:12.338000,0,11
2025-04-30 18:01:12.438000,0,11
2025-04-30 18:01:12.538000,6,17
2025-04-30 18:01:12.638000,0,17
2025-04-30 18:01:12.738000,0,17
2025-04-30 18:01:12.838000,0,17
2025-04-30 18:01:12.938000,0,17
2025-04-30 18:01:13.038000,0,17
2025-04-30 18:01:13.138000,2,19
2025-04-30 18:01:13.238000,6,25
2025-04-30 18:01:13.338000,0,25
2025-04-30 18:01:13.438000,0,25
2025-04-30 18:01:13.538000,0,25
2025-04-30 18:01:13.638000,0,25
2025-04-30 18:01:13.738000,15,40
2025-04-30 18:01:13.838000,0,40
2025-04-30 18:01:13.938000,0,40
2025-04-30 18:01:14.038000,0,40
2025-04-30 18:01:14.138000,0,40
2025-04-30 18:01:14.238000,13,53
2025-04-30 18:01:14.338000,0,53
2025-04-30 18:01:14.438000,0,53
2025-04-30 18:01:14.538000,0,53
2025-04-30 18:01:14.638000,0,53
2025-04-30 18:01:14.738000,0,53
2025-04-30 18:01:14.838000,0,53
2025-04-30 18:01:14.938000,0,53
2025-04-30 18:01:15.038000,12,65
2025-04-30 18:01:15.138000,0,65
2025-04-30 18:01:15.238000,0,65
2025-04-30 18:01:15.338000,0,65
2025-04-30 18:01:15.438000,0,65
2025-04-30 18:01:15.538000,0,65
2025-04-30 18:01:15.638000,0,65
2025-04-30 18:01:15.738000,14,79
2025-04-30 18:01:15.838000,0,79
2025-04-30 18:01:15.938000,0,79
2025-04-30 18:01:16.038000,0,79
2025-04-30 18:01:16.138000,0,79
2025-04-30 18:01:16.238000,0,79
2025-04-30 18:01:16.338000,0,79
2025-04-30 18:01:16.438000,5,84
2025-04-30 18:01:16.538000,0,84
2025-04-30 18:01:16.638000,0,84
2025-04-30 18:01:16.738000,0,84
2025-04-30 18:01:16.838000,0,84
2025-04-30 18:01:16.938000,0,84
2025-04-30 18:01:17.038000,0,84
2025-04-30 18:01:17.138000,0,84
2025-04-30 18:01:17.238000,12,96
2025-04-30 18:01:17.338000,0,96
2025-04-30 18:01:17.438000,0,96
2025-04-30 18:01:17.538000,0,96
2025-04-30 18:01:17.638000,0,96
2025-04-30 18:01:17.738000,8,104
2025-04-30 18:01:17.838000,0,104
2025-04-30 18:01:17.938000,0,104
2025-04-30 18:01:18.038000,0,104
2025-04-30 18:01:18.138000,11,115
2025-04-30 18:01:18.238000,2,117
2025-04-30 18:01:18.338000,0,117
2025-04-30 18:01:18.438000,0,117
2025-04-30 18:01:18.538000,0,117
2025-04-30 18:01:18.638000,0,117
2025-04-30 18:01:18.738000,8,125
2025-04-30 18:01:18.838000,0,125
2025-04-30 18:01:18.938000,0,125
2025-04-30 18:01:19.038000,0,125
2025-04-30 18:01:19.138000,0,125
2025-04-30 18:01:19.238000,2,127
2025-04-30 18:01:19.338000,10,137
2025-04-30 18:01:19.438000,0,137
2025-04-30 18:01:19.538000,0,137
2025-04-30 18:01:19.638000,0,137
2025-04-30 18:01:19.738000,0,137
2025-04-30 18:01:19.838000,5,142
2025-04-30 18:01:19.938000,0,142
2025-04-30 18:01:20.038000,0,142
2025-04-30 18:01:20.138000,0,142
2025-04-30 18:01:20.238000,0,142
2025-04-30 18:01:20.338000,0,142
2025-04-30 18:01:20.438000,10,152
2025-04-30 18:01:20.538000,0,152
2025-04-30 18:01:20.638000,0,152
2025-04-30 18:01:20.738000,0,152
2025-04-30 18:01:20.838000,0,152
2025-04-30 18:01:20.938000,7,159
2025-04-30 18:01:21.038000,8,167
2025-04-30 18:01:21.138000,0,167
2025-04-30 18:01:21.238000,0,167
2025-04-30 18:01:21.338000,0,167
2025-04-30 18:01:21.438000,14,181
2025-04-30 18:01:21.538000,1,182
2025-04-30 18:01:21.638000,0,182
2025-04-30 18:01:21.738000,0,182
2025-04-30 18:01:21.838000,0,182
2025-04-30 18:01:21.938000,0,182
2025-04-30 18:01:22.038000,11,193
2025-04-30 18:01:22.138000,0,193
2025-04-30 18:01:22.238000,0,193
2025-04-30 18:01:22.338000,0,193
2025-04-30 18:01:22.438000,0,193
2025-04-30 18:01:22.538000,0,193
2025-04-30 18:01:22.638000,14,207
2025-04-30 18:01:22.738000,0,207
2025-04-30 18:01:22.838000,0,207
2025-04-30 18:01:22.938000,0,207
2025-04-30 18:01:23.038000,0,207
2025-04-30 18:01:23.138000,0,207
2025-04-30 18:01:23.238000,3,210
2025-04-30 18:01:23.338000,6,216
2025-04-30 18:01:23.438000,0,216
2025-04-30 18:01:23.538000,0,216
2025-04-30 18:01:23.638000,0,216
2025-04-30 18:01:23.738000,0,216
2025-04-30 18:01:23.838000,0,216
2025-04-30 18:01:23.938000,0,216
2025-04-30 18:01:24.038000,6,222
2025-04-30 18:01:24.138000,0,222
2025-04-30 18:01:24.238000,0,222
2025-04-30 18:01:24.338000,0,222
2025-04-30 18:01:24.438000,0,222
2025-04-30 18:01:24.538000,0,222
2025-04-30 18:01:24.638000,0,222
2025-04-30 18:01:24.738000,9,231
2025-04-30 18:01:24.838000,0,231
2025-04-30 18:01:24.938000,0,231
2025-04-30 18:01:25.038000,0,231
2025-04-30 18:01:25.138000,0,231
2025-04-30 18:01:25.238000,0,231
2025-04-30 18:01:25.338000,0,231
2025-04-30 18:01:25.438000,5,236
2025-04-30 18:01:25.538000,0,236
2025-04-30 18:01:25.638000,0,236
2025-04-30 18:01:25.738000,0,236
2025-04-30 18:01:25.838000,0,236
2025-04-30 18:01:25.938000,0,236
2025-04-30 18:01:26.038000,0,236
2025-04-30 18:01:26.138000,0,236
2025-04-30 18:01:26.238000,6,242
2025-04-30 18:01:26.338000,9,251
2025-04-30 18:01:26.438000,0,251
2025-04-30 18:01:26.538000,0,251
2025-04-30 18:01:26.638000,0,251
2025-04-30 18:01:26.738000,0,251
2025-04-30 18:01:26.838000,0,251
2025-04-30 18:01:26.938000,0,251
2025-04-30 18:01:27.038000,11,262
2025-04-30 18:01:27.138000,0,262
2025-04-30 18:01:27.238000,0,262
2025-04-30 18:01:27.338000,0,262
2025-04-30 18:01:27.438000,0,262
2025-04-30 18:01:27.538000,0,262
2025-04-30 18:01:27.638000,0,262
2025-04-30 18:01:27.738000,9,271
2025-04-30 18:01:27.838000,0,271
2025-04-30 18:01:27.938000,0,271
2025-04-30 18:01:28.038000,0,271
2025-04-30 18:01:28.138000,0,271
2025-04-30 18:01:28.238000,0,271
2025-04-30 18:01:28.338000,0,271
2025-04-30 18:01:28.438000,0,271
2025-04-30 18:01:28.538000,8,279
2025-04-30 18:01:28.638000,0,279
2025-04-30 18:01:28.738000,0,279
2025-04-30 18:01:28.838000,0,279
2025-04-30 18:01:28.938000,0,279
2025-04-30 18:01:29.038000,0,279
2025-04-30 18:01:29.138000,7,286
2025-04-30 18:01:29.238000,0,286
2025-04-30 18:01:29.338000,0,286
2025-04-30 18:01:29.438000,0,286
2025-04-30 18:01:29.538000,0,286
2025-04-30 18:01:29.638000,0,286
2025-04-30 18:01:29.738000,9,295
2025-04-30 18:01:29.838000,0,295
2025-04-30 18:01:29.938000,0,295
2025-04-30 18:01:30.038000,0,295
2025-04-30 18:01:30.138000,0,295
2025-04-30 18:01:30.238000,0,295
2025-04-30 18:01:30.338000,15,310
2025-04-30 18:01:30.438000,0,310
2025-04-30 18:01:30.538000,0,310
2025-04-30 18:01:30.638000,0,310
2025-04-30 18:01:30.738000,0,310
2025-04-30 18:01:30.838000,0,310
2025-04-30 18:01:30.938000,0,310
2025-04-30 18:01:31.038000,1,311
2025-04-30 18:01:31.138000,8,319
2025-04-30 18:01:31.238000,0,319
2025-04-30 18:01:31.338000,0,319
2025-04-30 18:01:31.438000,0,319
2025-04-30 18:01:31.538000,0,319
2025-04-30 18:01:31.638000,0,319
2025-04-30 18:01:31.738000,0,319
2025-04-30 18:01:31.838000,8,327
2025-04-30 18:01:31.938000,0,327
2025-04-30 18:01:32.038000,0,327
2025-04-30 18:01:32.138000,0,327
2025-04-30 18:01:32.238000,0,327
2025-04-30 18:01:32.338000,0,327
2025-04-30 18:01:32.438000,0,327
2025-04-30 18:01:32.538000,10,337
2025-04-30 18:01:32.638000,0,337
2025-04-30 18:01:32.738000,0,337
2025-04-30 18:01:32.838000,0,337
2025-04-30 18:01:32.938000,0,337
2025-04-30 18:01:33.038000,0,337
2025-04-30 18:01:33.138000,0,337
2025-04-30 18:01:33.238000,8,345
2025-04-30 18:01:33.338000,0,345
2025-04-30 18:01:33.438000,0,345
2025-04-30 18:01:33.538000,0,345
2025-04-30 18:01:33.638000,0,345
2025-04-30 18:01:33.738000,0,345
2025-04-30 18:01:33.838000,0,345
2025-04-30 18:01:33.938000,0,345
2025-04-30 18:01:34.038000,0,345
2025-04-30 18:01:34.138000,5,350
2025-04-30 18:01:34.238000,0,350
2025-04-30 18:01:34.338000,0,350
2025-04-30 18:01:34.438000,0,350
2025-04-30 18:01:34.538000,0,350
2025-04-30 18:01:34.638000,0,350
2025-04-30 18:01:34.738000,0,350
2025-04-30 18:01:34.838000,7,357
2025-04-30 18:01:34.938000,7,364
2025-04-30 18:01:35.038000,0,364
2025-04-30 18:01:35.138000,0,364
2025-04-30 18:01:35.238000,0,364
2025-04-30 18:01:35.338000,0,364
2025-04-30 18:01:35.438000,0,364
2025-04-30 18:01:35.538000,14,378
2025-04-30 18:01:35.638000,1,379
2025-04-30 18:01:35.738000,0,379
2025-04-30 18:01:35.838000,0,379
2025-04-30 18:01:35.938000,0,379
2025-04-30 18:01:36.038000,0,379
2025-04-30 18:01:36.138000,8,387
2025-04-30 18:01:36.238000,0,387
2025-04-30 18:01:36.338000,0,387
2025-04-30 18:01:36.438000,0,387
2025-04-30 18:01:36.538000,0,387
2025-04-30 18:01:36.638000,0,387
2025-04-30 18:01:36.738000,0,387
2025-04-30 18:01:36.838000,0,387
2025-04-30 18:01:36.938000,9,396
2025-04-30 18:01:37.038000,0,396
