Time,RRC Connection Request Count (RCRC),Cumulative RCRC
2025-05-06 17:01:51.288000,0,11
2025-05-06 17:01:51.289000,0,11
2025-05-06 17:01:51.290000,0,11
2025-05-06 17:01:51.291000,0,11
2025-05-06 17:01:51.292000,0,11
2025-05-06 17:01:51.293000,0,11
2025-05-06 17:01:51.294000,0,11
2025-05-06 17:01:51.295000,0,11
2025-05-06 17:01:51.296000,0,11
2025-05-06 17:01:51.297000,0,11
2025-05-06 17:01:51.298000,0,11
2025-05-06 17:01:51.299000,0,11
2025-05-06 17:01:51.300000,0,11
2025-05-06 17:01:51.301000,0,11
2025-05-06 17:01:51.302000,0,11
2025-05-06 17:01:51.303000,0,11
2025-05-06 17:01:51.304000,0,11
2025-05-06 17:01:51.305000,0,11
2025-05-06 17:01:51.306000,0,11
2025-05-06 17:01:51.307000,0,11
2025-05-06 17:01:51.308000,0,11
2025-05-06 17:01:51.309000,0,11
2025-05-06 17:01:51.310000,0,11
2025-05-06 17:01:51.311000,0,11
2025-05-06 17:01:51.312000,0,11
2025-05-06 17:01:51.313000,0,11
2025-05-06 17:01:51.314000,0,11
2025-05-06 17:01:51.315000,0,11
2025-05-06 17:01:51.316000,0,11
2025-05-06 17:01:51.317000,0,11
2025-05-06 17:01:51.318000,0,11
2025-05-06 17:01:51.319000,0,11
2025-05-06 17:01:51.320000,0,11
2025-05-06 17:01:51.321000,0,11
2025-05-06 17:01:51.322000,0,11
2025-05-06 17:01:51.323000,0,11
2025-05-06 17:01:51.324000,0,11
2025-05-06 17:01:51.325000,0,11
2025-05-06 17:01:51.326000,0,11
2025-05-06 17:01:51.327000,0,11
2025-05-06 17:01:51.328000,0,11
2025-05-06 17:01:51.329000,0,11
2025-05-06 17:01:51.330000,0,11
2025-05-06 17:01:51.331000,0,11
2025-05-06 17:01:51.332000,0,11
2025-05-06 17:01:51.333000,0,11
2025-05-06 17:01:51.334000,0,11
2025-05-06 17:01:51.335000,0,11
2025-05-06 17:01:51.336000,0,11
2025-05-06 17:01:51.337000,0,11
2025-05-06 17:01:51.338000,0,11
2025-05-06 17:01:51.339000,0,11
2025-05-06 17:01:51.340000,0,11
2025-05-06 17:01:51.341000,0,11
2025-05-06 17:01:51.342000,0,11
2025-05-06 17:01:51.343000,0,11
2025-05-06 17:01:51.344000,0,11
2025-05-06 17:01:51.345000,0,11
2025-05-06 17:01:51.346000,0,11
2025-05-06 17:01:51.347000,0,11
2025-05-06 17:01:51.348000,0,11
2025-05-06 17:01:51.349000,0,11
2025-05-06 17:01:51.350000,0,11
2025-05-06 17:01:51.351000,0,11
2025-05-06 17:01:51.352000,0,11
2025-05-06 17:01:51.353000,0,11
2025-05-06 17:01:51.354000,0,11
2025-05-06 17:01:51.355000,0,11
2025-05-06 17:01:51.356000,0,11
2025-05-06 17:01:51.357000,0,11
2025-05-06 17:01:51.358000,0,11
2025-05-06 17:01:51.359000,0,11
2025-05-06 17:01:51.360000,0,11
2025-05-06 17:01:51.361000,0,11
2025-05-06 17:01:51.362000,0,11
2025-05-06 17:01:51.363000,0,11
2025-05-06 17:01:51.364000,0,11
2025-05-06 17:01:51.365000,0,11
2025-05-06 17:01:51.366000,0,11
2025-05-06 17:01:51.367000,0,11
2025-05-06 17:01:51.368000,0,11
2025-05-06 17:01:51.369000,0,11
2025-05-06 17:01:51.370000,0,11
2025-05-06 17:01:51.371000,0,11
2025-05-06 17:01:51.372000,0,11
2025-05-06 17:01:51.373000,0,11
2025-05-06 17:01:51.374000,0,11
2025-05-06 17:01:51.375000,0,11
2025-05-06 17:01:51.376000,0,11
2025-05-06 17:01:51.377000,0,11
2025-05-06 17:01:51.378000,0,11
2025-05-06 17:01:51.379000,0,11
2025-05-06 17:01:51.380000,0,11
2025-05-06 17:01:51.381000,0,11
2025-05-06 17:01:51.382000,0,11
2025-05-06 17:01:51.383000,0,11
2025-05-06 17:01:51.384000,0,11
2025-05-06 17:01:51.385000,0,11
2025-05-06 17:01:51.386000,0,11
2025-05-06 17:01:51.387000,0,11
