Time,RRC Connection Request Count (RCRC),Cumulative RCRC
2025-05-06 17:05:49.167000,0,521
2025-05-06 17:05:49.168000,0,521
2025-05-06 17:05:49.169000,0,521
2025-05-06 17:05:49.170000,0,521
2025-05-06 17:05:49.171000,0,521
2025-05-06 17:05:49.172000,0,521
2025-05-06 17:05:49.173000,0,521
2025-05-06 17:05:49.174000,0,521
2025-05-06 17:05:49.175000,0,521
2025-05-06 17:05:49.176000,0,521
2025-05-06 17:05:49.177000,0,521
2025-05-06 17:05:49.178000,0,521
2025-05-06 17:05:49.179000,0,521
2025-05-06 17:05:49.180000,0,521
2025-05-06 17:05:49.181000,0,521
2025-05-06 17:05:49.182000,0,521
2025-05-06 17:05:49.183000,0,521
2025-05-06 17:05:49.184000,0,521
2025-05-06 17:05:49.185000,0,521
2025-05-06 17:05:49.186000,0,521
2025-05-06 17:05:49.187000,0,521
2025-05-06 17:05:49.188000,0,521
2025-05-06 17:05:49.189000,0,521
2025-05-06 17:05:49.190000,0,521
2025-05-06 17:05:49.191000,0,521
2025-05-06 17:05:49.192000,0,521
2025-05-06 17:05:49.193000,0,521
2025-05-06 17:05:49.194000,0,521
2025-05-06 17:05:49.195000,0,521
2025-05-06 17:05:49.196000,0,521
2025-05-06 17:05:49.197000,0,521
2025-05-06 17:05:49.198000,0,521
2025-05-06 17:05:49.199000,0,521
2025-05-06 17:05:49.200000,0,521
2025-05-06 17:05:49.201000,0,521
2025-05-06 17:05:49.202000,0,521
2025-05-06 17:05:49.203000,0,521
2025-05-06 17:05:49.204000,0,521
2025-05-06 17:05:49.205000,0,521
2025-05-06 17:05:49.206000,0,521
2025-05-06 17:05:49.207000,0,521
2025-05-06 17:05:49.208000,0,521
2025-05-06 17:05:49.209000,0,521
2025-05-06 17:05:49.210000,0,521
2025-05-06 17:05:49.211000,0,521
2025-05-06 17:05:49.212000,0,521
2025-05-06 17:05:49.213000,0,521
2025-05-06 17:05:49.214000,0,521
2025-05-06 17:05:49.215000,0,521
2025-05-06 17:05:49.216000,0,521
2025-05-06 17:05:49.217000,0,521
2025-05-06 17:05:49.218000,0,521
2025-05-06 17:05:49.219000,0,521
2025-05-06 17:05:49.220000,0,521
2025-05-06 17:05:49.221000,0,521
2025-05-06 17:05:49.222000,0,521
2025-05-06 17:05:49.223000,0,521
2025-05-06 17:05:49.224000,0,521
2025-05-06 17:05:49.225000,0,521
2025-05-06 17:05:49.226000,0,521
2025-05-06 17:05:49.227000,0,521
2025-05-06 17:05:49.228000,0,521
2025-05-06 17:05:49.229000,0,521
2025-05-06 17:05:49.230000,0,521
2025-05-06 17:05:49.231000,0,521
2025-05-06 17:05:49.232000,0,521
2025-05-06 17:05:49.233000,0,521
2025-05-06 17:05:49.234000,0,521
2025-05-06 17:05:49.235000,0,521
2025-05-06 17:05:49.236000,0,521
2025-05-06 17:05:49.237000,0,521
2025-05-06 17:05:49.238000,0,521
2025-05-06 17:05:49.239000,0,521
2025-05-06 17:05:49.240000,0,521
2025-05-06 17:05:49.241000,0,521
2025-05-06 17:05:49.242000,0,521
2025-05-06 17:05:49.243000,0,521
2025-05-06 17:05:49.244000,0,521
2025-05-06 17:05:49.245000,0,521
2025-05-06 17:05:49.246000,0,521
2025-05-06 17:05:49.247000,0,521
2025-05-06 17:05:49.248000,0,521
2025-05-06 17:05:49.249000,0,521
2025-05-06 17:05:49.250000,0,521
2025-05-06 17:05:49.251000,0,521
2025-05-06 17:05:49.252000,0,521
2025-05-06 17:05:49.253000,0,521
2025-05-06 17:05:49.254000,0,521
2025-05-06 17:05:49.255000,0,521
2025-05-06 17:05:49.256000,0,521
2025-05-06 17:05:49.257000,0,521
2025-05-06 17:05:49.258000,0,521
2025-05-06 17:05:49.259000,0,521
2025-05-06 17:05:49.260000,0,521
2025-05-06 17:05:49.261000,0,521
2025-05-06 17:05:49.262000,0,521
2025-05-06 17:05:49.263000,0,521
2025-05-06 17:05:49.264000,0,521
2025-05-06 17:05:49.265000,0,521
2025-05-06 17:05:49.266000,0,521
